model;year;mileage;engine_type;price;gearbox;brand
Citroën C3;2021;4 629 km;Essence;14 190 €;Manuelle;PureTech 83 S&S BVM5 Shine
Peugeot 3008;2016;69 368 km;Essence;16 489 €;Manuelle;1.2 Puretech 130ch S&S BVM6 Allure
Peugeot 508;2021;26 370 km;Hybride rechargeable;30 789 €;Automatique;Hybrid 225 e-EAT8 Allure Pack
Peugeot 208;2021;51 340 km;Essence;13 789 €;Manuelle;PureTech 75 S&S BVM5 Active Business
Citroën C5 Aircross;2019;9 141 km;Diesel;24 789 €;Automatique;BlueHDI 130 S&S EAT8 FEEL
Renault Captur;2017;52 168 km;Essence;12 989 €;Manuelle;TCe 120 Energy Intens
Peugeot 2008;2021;20 043 km;Essence;19 934 €;Manuelle;PureTech 100 S&S BVM6 Style
Citroën C3;2020;28 235 km;Essence;15 990 €;Manuelle;PureTech 110 S&S BVM6 shine
Peugeot 208;2019;61 985 km;Essence;12 990 €;Manuelle;PureTech 82ch S&S BVM5 Allure
Peugeot 3008;2019;58 234 km;Essence;24 500 €;Automatique;1.2 PureTech 130ch Active Business S&S EAT8  6cv
Peugeot 3008;2021;41 389 km;Diesel;29 990 €;Automatique;1.5 BlueHDi 130ch S&S GT EAT8
Peugeot 208;2022;10 100 km;Electrique;22 990 €;Automatique;e-208 136ch Allure
Citroën C5 X;2022;9 800 km;Hybride rechargeable;39 990 €;Automatique;Hybride Rechargeable 225 S&S e-EAT8 Shine Pack
Volvo XC60;2019;44 883 km;Hybride;38 990 €;Automatique;B4 AdBlue AWD 197ch R-Design Geartronic
Citroën C3 Aircross;2021;42 550 km;Diesel;17 490 €;Manuelle;BlueHDi 110ch S&S Shine
DS 3;2019;34 900 km;Essence;17 482 €;Automatique;PureTech 110ch Cafe Racer Automatique
Citroën C3;2021;9 600 km;Essence;14 487 €;Manuelle;1.2 PureTech 83ch S&S Shine Business 123g
Citroën C3;2021;11 700 km;Essence;14 487 €;Manuelle;1.2 PureTech 83ch S&S Shine Business 123g
DS 4;2022;32 100 km;Diesel;29 487 €;Automatique;BlueHDi 130ch Trocadero Automatique
Citroën C3;2021;10 200 km;Essence;14 487 €;Manuelle;1.2 PureTech 83ch S&S Shine Business 123g
Jeep Renegade;2019;39 918 km;Diesel;21 990 €;Manuelle;1.6 MultiJet 120ch Limited
Peugeot 308;2022;27 962 km;Hybride rechargeable;32 490 €;Automatique;PHEV 180ch Allure Pack e-EAT8
Citroën C3;2021;28 582 km;Essence;12 680 €;Manuelle;1.2 PureTech 83ch S&S Shine
Peugeot 308;2020;67 837 km;Essence;16 990 €;Manuelle;1.2 PureTech 130ch E6.3 S&S Tech Edition
Peugeot 308;2019;59 930 km;Essence;15 990 €;Manuelle;1.2 PureTech 130ch E6.c S&S GT Line 6cv
Peugeot 3008;2023;17 075 km;Essence;28 700 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Citroën Berlingo;2021;97 283 km;Diesel;19 990 €;Manuelle;M BlueHDi 130ch S&S Shine
DS 4;2023;2 504 km;Diesel;37 700 €;Automatique;BlueHDi 130 EAT8 Rivoli
Peugeot 3008;2023;18 155 km;Diesel;36 800 €;Automatique;BlueHDi 130ch S&S EAT8 GT
Peugeot 5008;2023;5 km;Diesel;38 750 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 5008;2023;6 589 km;Diesel;37 350 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Citroën C4;2023;4 623 km;Essence;28 400 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 3008;2023;5 121 km;Diesel;33 950 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Citroën C5 Aircross;2023;4 797 km;Essence;30 743 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;4 185 km;Essence;30 598 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;1 266 km;Essence;30 816 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;3 301 km;Essence;30 500 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 3008;2023;11 276 km;Essence;31 850 €;Automatique;Puretech 130ch S&S EAT8 Allure Pack
Peugeot 5008;2023;11 880 km;Diesel;35 990 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;2 536 km;Diesel;33 800 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 5008;2023;9 785 km;Diesel;36 750 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 5008;2023;13 382 km;Diesel;35 950 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;6 884 km;Diesel;33 550 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 508;2023;4 700 km;Diesel;39 850 €;Automatique;SW BlueHDi 130 ch S&S EAT8 GT
Peugeot 3008;2023;11 595 km;Diesel;32 700 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Citroën C5 Aircross;2022;14 184 km;Diesel;31 500 €;Automatique;BlueHDi 130 S&S EAT8 Shine Pack
Citroën C5 Aircross;2022;20 233 km;Essence;29 700 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 X;2022;21 725 km;Essence;28 200 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 X;2022;11 995 km;Essence;28 500 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 X;2022;17 768 km;Essence;28 400 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 X;2022;14 677 km;Essence;28 490 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 3008;2023;26 039 km;Essence;30 600 €;Automatique;Puretech 130ch S&S EAT8 Allure Pack
Citroën C5 Aircross;2023;8 306 km;Essence;30 482 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 X;2022;11 494 km;Essence;28 750 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 408;2023;4 702 km;Essence;33 650 €;Automatique;PureTech 130 ch S&S EAT8 Allure Pack
Citroën C5 Aircross;2023;19 949 km;Diesel;30 400 €;Automatique;BlueHDi 130 S&S EAT8 SHINE
Peugeot 3008;2023;14 708 km;Diesel;36 350 €;Automatique;BlueHDi 130ch S&S EAT8 GT
Peugeot 308;2023;2 967 km;Essence;29 500 €;Manuelle;SW PureTech 130ch S&S BVM6 Allure Pack
Peugeot 508;2023;24 592 km;Diesel;37 300 €;Automatique;SW BlueHDi 130 ch S&S EAT8 GT Pack
Citroën C5 Aircross;2023;8 001 km;Essence;30 482 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 3008;2023;4 733 km;Diesel;33 600 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 308;2023;5 km;Essence;29 750 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Peugeot 308;2023;5 km;Essence;32 400 €;Automatique;PureTech 130ch S&S EAT8 GT
Peugeot 3008;2023;4 850 km;Diesel;32 600 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;7 027 km;Essence;31 200 €;Automatique;Puretech 130ch S&S EAT8 Active Pack
Peugeot 5008;2023;5 km;Essence;33 290 €;Manuelle;PureTech 130ch S&S BVM6 Active Pack
Citroën C5 Aircross;2023;3 840 km;Essence;30 114 €;Automatique;PureTech 130 S&S EAT8 Feel Pack
Peugeot 5008;2023;5 km;Essence;33 700 €;Manuelle;PureTech 130ch S&S BVM6 Active Pack
Peugeot 5008;2023;5 427 km;Diesel;37 700 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;4 224 km;Essence;31 250 €;Automatique;Puretech 130ch S&S EAT8 Active Pack
Peugeot 308;2023;5 km;Essence;32 300 €;Automatique;PureTech 130ch S&S EAT8 GT
Peugeot 3008;2023;13 065 km;Diesel;32 750 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;4 185 km;Diesel;33 750 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;4 380 km;Diesel;33 650 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;2 678 km;Diesel;33 900 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;4 657 km;Diesel;33 600 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;13 153 km;Essence;31 700 €;Automatique;Puretech 130ch S&S EAT8 Allure Pack
Peugeot 5008;2023;6 090 km;Essence;38 900 €;Automatique;PureTech 130ch S&S EAT8 GT
Peugeot 3008;2023;4 414 km;Diesel;33 650 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;9 636 km;Diesel;32 950 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 5008;2023;10 419 km;Diesel;38 600 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;3 936 km;Diesel;33 700 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;4 372 km;Diesel;33 750 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 308;2023;6 710 km;Diesel;31 050 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 308;2023;5 km;Essence;29 950 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;4 782 km;Diesel;33 600 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Citroën C5 Aircross;2023;5 km;Essence;32 500 €;Automatique;PureTech 130 S&S EAT8 C-Series
Peugeot 2008;2023;5 km;Essence;23 650 €;Manuelle;PureTech 100 S&S BVM6 Active
Peugeot 308;2023;1 km;Essence;32 400 €;Automatique;PureTech 130ch S&S EAT8 GT
Citroën C5 Aircross;2023;2 726 km;Essence;30 170 €;Automatique;PureTech 130 S&S EAT8 Feel Pack
Peugeot 3008;2023;5 882 km;Diesel;33 500 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;9 520 km;Essence;32 100 €;Automatique;Puretech 130ch S&S EAT8 Allure Pack
Peugeot 308;2023;1 km;Diesel;29 990 €;Automatique;BlueHDi 130ch S&S EAT8 Active Pack
Peugeot 3008;2023;7 558 km;Diesel;33 350 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Citroën C5 Aircross;2023;5 km;Essence;32 500 €;Automatique;PureTech 130 S&S EAT8 C-Series
Peugeot 308;2023;1 km;Essence;29 950 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;5 km;Essence;29 550 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Peugeot 3008;2023;5 km;Essence;29 550 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Peugeot 308;2023;1 km;Essence;29 950 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Peugeot 308;2023;1 km;Essence;29 950 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Peugeot 308;2023;1 km;Essence;29 950 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Peugeot 308;2023;5 km;Essence;29 950 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Peugeot 308;2023;1 km;Essence;32 400 €;Automatique;PureTech 130ch S&S EAT8 GT
Peugeot 308;2023;5 km;Essence;29 950 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Peugeot 308;2023;5 km;Essence;32 200 €;Automatique;PureTech 130ch S&S EAT8 GT
Citroën C5 Aircross;2023;5 km;Essence;30 500 €;Automatique;PureTech 130 S&S EAT8 Feel
Peugeot 3008;2023;2 101 km;Diesel;33 850 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;4 240 km;Diesel;33 800 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Citroën C5 Aircross;2023;5 km;Essence;30 100 €;Automatique;PureTech 130 S&S EAT8 Feel
Peugeot 308;2023;5 km;Essence;29 950 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Peugeot 308;2023;5 km;Essence;29 950 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Peugeot 308;2023;5 km;Essence;29 950 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Citroën C5 Aircross;2023;5 km;Essence;30 500 €;Automatique;PureTech 130 S&S EAT8 Feel
Citroën C5 Aircross;2023;3 967 km;Essence;29 929 €;Automatique;PureTech 130 S&S EAT8 Feel Pack
Peugeot 308;2023;5 km;Essence;29 950 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Peugeot 308;2023;5 km;Essence;32 400 €;Automatique;PureTech 130ch S&S EAT8 GT
DS 4;2023;3 km;Diesel;37 300 €;Automatique;BlueHDi 130 EAT8 Rivoli
Peugeot 3008;2023;8 154 km;Diesel;33 300 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 308;2023;5 km;Essence;29 950 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Peugeot 308;2023;5 km;Essence;29 950 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Citroën C5 Aircross;2023;5 km;Essence;31 990 €;Automatique;PureTech 130 S&S EAT8 C-Series
Citroën C5 Aircross;2023;5 km;Essence;32 500 €;Automatique;PureTech 130 S&S EAT8 C-Series
Citroën C5 Aircross;2023;5 km;Essence;30 500 €;Automatique;PureTech 130 S&S EAT8 Feel
Peugeot 308;2023;5 km;Essence;29 950 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Citroën C5 Aircross;2023;14 853 km;Essence;30 200 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 308;2023;5 km;Essence;29 950 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Peugeot 308;2023;5 km;Essence;32 400 €;Automatique;PureTech 130ch S&S EAT8 GT
Citroën C5 Aircross;2023;5 km;Essence;30 500 €;Automatique;PureTech 130 S&S EAT8 Feel
Peugeot 3008;2023;16 653 km;Diesel;32 350 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 308;2023;5 km;Essence;29 950 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Citroën C5 Aircross;2023;5 km;Essence;32 500 €;Automatique;PureTech 130 S&S EAT8 C-Series
Citroën C5 Aircross;2023;5 km;Essence;32 500 €;Automatique;PureTech 130 S&S EAT8 C-Series
Citroën C5 Aircross;2023;5 km;Essence;30 500 €;Automatique;PureTech 130 S&S EAT8 Feel
Citroën C5 Aircross;2023;5 km;Essence;30 500 €;Automatique;PureTech 130 S&S EAT8 Feel
Peugeot 308;2023;5 km;Essence;32 400 €;Automatique;PureTech 130ch S&S EAT8 GT
Peugeot 5008;2023;5 954 km;Diesel;37 850 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Opel Corsa;2022;10 367 km;Essence;19 541 €;Manuelle;1.2 Turbo 100 ch BVM6 Ultimate
Peugeot 308;2023;5 km;Essence;29 950 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Citroën C3 Aircross;2023;1 km;Essence;24 600 €;Automatique;PureTech 130 S&S EAT6 Plus
Peugeot 308;2023;1 km;Essence;32 400 €;Automatique;PureTech 130ch S&S EAT8 GT
Peugeot 308;2023;5 km;Essence;32 400 €;Automatique;PureTech 130ch S&S EAT8 GT
Peugeot 3008;2023;5 km;Essence;33 400 €;Automatique;Puretech 130ch S&S EAT8 Allure Pack
Citroën C5 Aircross;2023;5 km;Essence;30 500 €;Automatique;PureTech 130 S&S EAT8 Feel
Citroën C5 Aircross;2023;5 km;Essence;30 500 €;Automatique;PureTech 130 S&S EAT8 Feel
Peugeot 3008;2023;21 419 km;Essence;28 350 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Citroën C5 Aircross;2023;5 932 km;Essence;31 568 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 308;2023;1 km;Essence;29 350 €;Automatique;PureTech 130ch S&S EAT8 Allure
Peugeot 3008;2023;17 075 km;Essence;28 700 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
DS 4;2023;2 504 km;Diesel;37 700 €;Automatique;BlueHDi 130 EAT8 Rivoli
Citroën C5 Aircross;2023;27 461 km;Essence;27 200 €;Automatique;PureTech 130 S&S EAT8 Feel
Peugeot 308;2023;5 km;Essence;32 400 €;Automatique;PureTech 130ch S&S EAT8 GT
Citroën C5 Aircross;2023;19 190 km;Diesel;30 750 €;Automatique;BlueHDi 130 S&S EAT8 SHINE
Citroën C3;2023;4 384 km;Essence;20 811 €;Automatique;PureTech 110 S&S EAT6 Shine
Peugeot 3008;2023;5 679 km;Diesel;33 650 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;18 155 km;Diesel;36 800 €;Automatique;BlueHDi 130ch S&S EAT8 GT
Peugeot 3008;2023;4 661 km;Diesel;34 000 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 5008;2023;7 967 km;Essence;38 850 €;Automatique;PureTech 130ch S&S EAT8 GT
Peugeot 508;2023;23 996 km;Essence;31 267 €;Automatique;SW PureTech 130 ch S&S EAT8 Allure Pack
Peugeot 308;2023;1 km;Essence;32 400 €;Automatique;PureTech 130ch S&S EAT8 GT
Peugeot 308;2023;1 km;Essence;32 400 €;Automatique;PureTech 130ch S&S EAT8 GT
Peugeot 3008;2023;4 045 km;Diesel;33 700 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;5 675 km;Diesel;33 650 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 5008;2023;5 km;Diesel;38 750 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Citroën C5 Aircross;2023;5 km;Essence;32 500 €;Automatique;PureTech 130 S&S EAT8 C-Series
Citroën C5 Aircross;2023;5 km;Essence;30 500 €;Automatique;PureTech 130 S&S EAT8 Feel
Citroën C5 Aircross;2023;5 496 km;Essence;29 808 €;Automatique;PureTech 130 S&S EAT8 Feel Pack
Peugeot 3008;2023;5 km;Essence;33 200 €;Automatique;Puretech 130ch S&S EAT8 Allure Pack
Peugeot 308;2023;1 km;Essence;32 400 €;Automatique;PureTech 130ch S&S EAT8 GT
Peugeot 5008;2023;5 km;Essence;33 750 €;Manuelle;PureTech 130ch S&S BVM6 Active Pack
Citroën C5 Aircross;2023;5 km;Essence;32 000 €;Automatique;PureTech 130 S&S EAT8 C-Series
Peugeot 3008;2023;5 km;Essence;29 550 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Peugeot 308;2023;5 km;Essence;29 350 €;Automatique;PureTech 130ch S&S EAT8 Allure
Citroën C5 Aircross;2023;5 km;Essence;30 500 €;Automatique;PureTech 130 S&S EAT8 Feel
Peugeot 308;2023;1 km;Essence;29 950 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;5 121 km;Diesel;33 950 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;5 km;Essence;33 400 €;Automatique;Puretech 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;5 km;Essence;29 550 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Peugeot 3008;2023;5 km;Essence;29 550 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Peugeot 308;2023;5 km;Essence;32 400 €;Automatique;PureTech 130ch S&S EAT8 GT
Citroën C5 Aircross;2023;5 km;Essence;32 450 €;Automatique;PureTech 130 S&S EAT8 C-Series
Peugeot 5008;2023;5 km;Essence;33 700 €;Manuelle;PureTech 130ch S&S BVM6 Active Pack
Citroën C5 Aircross;2023;5 km;Essence;30 100 €;Automatique;PureTech 130 S&S EAT8 Feel
Peugeot 308;2023;5 km;Essence;29 350 €;Automatique;PureTech 130ch S&S EAT8 Allure
Peugeot 5008;2023;6 589 km;Diesel;37 350 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Citroën C5 Aircross;2023;5 km;Essence;32 450 €;Automatique;PureTech 130 S&S EAT8 C-Series
Peugeot 3008;2023;5 km;Essence;29 550 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Peugeot 3008;2023;5 km;Essence;33 400 €;Automatique;Puretech 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;5 km;Essence;29 550 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Citroën C4;2023;1 794 km;Essence;28 800 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;5 km;Essence;30 500 €;Automatique;PureTech 130 S&S EAT8 Feel
Citroën C5 Aircross;2023;5 km;Essence;30 500 €;Automatique;PureTech 130 S&S EAT8 Feel
Citroën C4;2023;4 623 km;Essence;28 400 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 308;2023;1 km;Essence;29 950 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Citroën C5 Aircross;2023;1 266 km;Essence;30 816 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;5 km;Essence;32 450 €;Automatique;PureTech 130 S&S EAT8 C-Series
Citroën C5 Aircross;2023;5 km;Essence;31 900 €;Automatique;PureTech 130 S&S EAT8 C-Series
Citroën C5 Aircross;2023;4 185 km;Essence;30 598 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;5 km;Essence;32 050 €;Automatique;PureTech 130 S&S EAT8 C-Series
Citroën C5 Aircross;2023;5 km;Essence;32 500 €;Automatique;PureTech 130 S&S EAT8 C-Series
Citroën C5 Aircross;2023;4 797 km;Essence;30 743 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 3008;2023;5 km;Essence;29 550 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Peugeot 3008;2023;4 669 km;Diesel;33 750 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Citroën C5 Aircross;2023;3 301 km;Essence;30 500 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;5 km;Essence;32 050 €;Automatique;PureTech 130 S&S EAT8 C-Series
Peugeot 308;2023;1 km;Essence;32 400 €;Automatique;PureTech 130ch S&S EAT8 GT
Peugeot 2008;2023;13 987 km;Diesel;26 950 €;Automatique;BlueHDi 130 S&S EAT8 Allure
Peugeot 3008;2023;5 km;Essence;29 550 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Peugeot 3008;2023;11 276 km;Essence;31 850 €;Automatique;Puretech 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;2 536 km;Diesel;33 800 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 5008;2023;13 382 km;Diesel;35 950 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 5008;2023;11 880 km;Diesel;35 990 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;5 km;Essence;34 200 €;Automatique;Puretech 130ch S&S EAT8 Allure Pack
Citroën C5 Aircross;2023;5 km;Essence;32 500 €;Automatique;PureTech 130 S&S EAT8 C-Series
Peugeot 3008;2023;5 km;Essence;29 550 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Peugeot 5008;2023;9 785 km;Diesel;36 750 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;6 884 km;Diesel;33 550 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;4 211 km;Diesel;33 800 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;4 485 km;Diesel;33 750 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;11 595 km;Diesel;32 700 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 508;2023;4 700 km;Diesel;39 850 €;Automatique;SW BlueHDi 130 ch S&S EAT8 GT
Citroën C4;2022;23 140 km;Diesel;24 250 €;Manuelle;BlueHDi 110 S&S BVM6 Shine
Peugeot 5008;2023;6 493 km;Essence;38 900 €;Automatique;PureTech 130ch S&S EAT8 GT
Citroën C5 Aircross;2022;14 184 km;Diesel;31 500 €;Automatique;BlueHDi 130 S&S EAT8 Shine Pack
Peugeot 3008;2023;2 768 km;Diesel;33 900 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Citroën C5 X;2022;11 995 km;Essence;28 500 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2022;20 233 km;Essence;29 700 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 X;2022;14 677 km;Essence;28 490 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 X;2022;21 725 km;Essence;28 200 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 X;2022;17 768 km;Essence;28 400 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 3008;2023;5 861 km;Diesel;33 500 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;26 039 km;Essence;30 600 €;Automatique;Puretech 130ch S&S EAT8 Allure Pack
